company_name,company_status,company_status_date,search_url,company_search_status,company_found_name,,flag,flagging_reason,company_number
PK  International Money Exchange Ltd,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PK++International+Money+Exchange+Ltd,Not exact match,PK INTERNATIONAL MONEY EXCHANGE LTD,,OK,,07446365
PLAID FINANCIAL LTD,Authorised Payment Institution,2018-10-29 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PLAID+FINANCIAL+LTD,OK,PLAID FINANCIAL LTD.,,OK,,11103959
PLANET MERCHANT SERVICES LIMITED,Authorised Payment Institution,2018-09-25 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PLANET+MERCHANT+SERVICES+LIMITED,OK,PLANET MERCHANT SERVICES LIMITED,,Company Ownership,"Company Ownership: Private Company Limited By Shares (Governing Law: Companies Act 2006), Company Ownership: Societe Europeenne (Governing Law: France), Company Ownership: Private Limited Company (Governing Law: England & Wales)",08791017
POCKIT LIMITED,Cancelled - Authorised EMI,2022-10-24 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=POCKIT+LIMITED,OK,POCKIT LIMITED,,Predicted Nationality,"Predicted nationality: ['russian', 'ukrainian'] (Denis SHAFRANIK), Predicted nationality: ['indian', 'swedish', 'russian', 'dutch'] (Yuvraj JATANIA), Predicted nationality: ['russian', 'ukrainian', 'french', 'else'] (D LIMITED)",07157877
POLARIS MARITIME NETWORK LTD,Cancelled - Small PI,2022-04-21 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=POLARIS+MARITIME+NETWORK+LTD,OK,POLARIS MARITIME NETWORK LTD,,Predicted Nationality,"Predicted nationality: ['russian'] (Sergey BUDNIKOV), Predicted nationality: ['russian'] (Sergey BUDNIKOV), Predicted nationality: ['ukrainian'] (Igor TSCHERNYCH), Predicted nationality: ['ukrainian'] (Igor TSCHERNYCH), Predicted nationality: ['ukrainian'] (Igor Tschernych), Predicted nationality: ['russian'] (Sergey Budnikov)",10445552
POSSAVI UK LTD,Cancelled - Small PI,2024-03-04 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=POSSAVI+UK+LTD,OK,POSSAVI UK LTD,,Company Ownership,"Company Ownership: Private Limited Company (Governing Law: Companies Act 2006), Company Ownership: Gesellschaft Mit Beschrankter Haftung (Governing Law: German)",SC656200
POWER TRANSFER LIMITED,Small Payment Institution,2018-09-20 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=POWER+TRANSFER+LIMITED,OK,POWER TRANSFER LIMITED,,OK,,06783402
PPPay Limited,EMD Revoked - Small EMI,2018-07-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PPPay+Limited,OK,PPPAY LIMITED,,OK,,04589694
PPRO Financial Limited,Authorised Electronic Money Institution,2018-05-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PPRO+Financial+Limited,Not exact match,PPRO FINANCIAL LTD,,Company Ownership,Company Ownership: Limited Partnership (Governing Law: Gmbh Gesetz),07653641
PRACTIKA FINANCE LTD,Authorised Electronic Money Institution,2020-07-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PRACTIKA+FINANCE+LTD,OK,PRACTIKA FINANCE LTD,,Orange,"Nationality: Latvian (LOCIKA, Andra)",12191299
PREMIER FOREX LIMITED,Cancelled - Small PI,2021-06-10 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PREMIER+FOREX+LIMITED,OK,PREMIER FOREX LIMITED,,OK,,10687351
PROBITAS FIDELIS LIMITED,Cancelled - Authorised PI,2022-08-09 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PROBITAS+FIDELIS+LIMITED,OK,PROBITAS FIDELIS LIMITED,,Orange,"Nationality: Cypriot (CHARALAMPOUS, Galateia), Nationality: Cypriot (CHARALAMPOUS, Galateia), Nationality: Israeli (Mr Eldad Yoash), Country of Residence: Cyprus (Mr Eldad Yoash)",07619383
PRP Forex Limited,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PRP+Forex+Limited,OK,PRP FOREX LIMITED,,OK,,07679716
PSG FX Ltd,Cancelled - Small PI,2014-02-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PSG+FX+Ltd,OK,PSG FX LTD.,,OK,,04890547
PSI-Pay Ltd,Authorised Electronic Money Institution,2018-03-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PSI-Pay+Ltd,Not exact match,PSI - PAY LTD,,Orange,"Nationality: Cypriot (Mr Avraham Shaked), Country of Residence: Cyprus (Mr Avraham Shaked)",05899168
PURPLE EYE LTD,Cancelled - Small PI,2018-04-10 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PURPLE+EYE+LTD,OK,PURPLE EYE LTD,,OK,,08891173
PXP Financial Limited,Authorised Payment Institution,2018-04-26 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PXP+Financial+Limited,OK,PXP FINANCIAL LIMITED,,Company Ownership,Company Ownership: Limited Liability Company (Governing Law: Companies Act 2006),05433326
Paaysay Ltd,Authorised Payment Institution,2018-05-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Paaysay+Ltd,OK,PAAYSAY LTD,,OK,,09272315
PacNet Services Ltd,Cancelled - Authorised PI,2017-03-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PacNet+Services+Ltd,OK,PACNET SERVICES LTD.,,Company Ownership,Company Ownership: Limited Company (Governing Law: Business Corporations Act 2002),09331084
Pace Financial Group Limited,Cancelled - Small PI,2018-10-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pace+Financial+Group+Limited,OK,PACE FINANCIAL GROUP LIMITED,,OK,,06893668
PagoFX UK Ltd,Cancelled - Authorised PI,2023-03-01 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PagoFX+UK+Ltd,Not exact match,PAGONXT PAYMENTS UK LTD.,,Company Ownership,Company Ownership: Public Limited Company (Governing Law: Spain),12057109
Pagotec Consultancy Ltd,Small Payment Institution,2019-11-04 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pagotec+Consultancy+Ltd,OK,PAGOTEC CONSULTANCY LTD,,OK,,12141139
Pak Noble (UK) Limited,Cancelled - Small PI,2014-09-05 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pak+Noble+(UK)+Limited,OK,PAK NOBLE (UK) LIMITED,,OK,,07672092
Pak Traders Limited,Cancelled - Small PI,2012-10-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pak+Traders+Limited,Not exact match,PAK TRADERS LTD,,OK,,15391299
Pakistan Money Exchange,Cancelled - Small PI,2013-02-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pakistan+Money+Exchange,Not exact match,AA TRAVEL & MONEY EXCHANGE LTD,,OK,,15701835
Palm Forex Limited,Cancelled - Small PI,2018-11-16 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Palm+Forex+Limited,OK,PALM FOREX LIMITED,,OK,,09562607
Pan Asia Travel Ltd,Cancelled - Small PI,2017-01-05 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pan+Asia+Travel+Ltd,OK,PAN ASIA TRAVEL LTD,,OK,,05152947
Pan Pacific Capital Limited,Cancelled - Small PI,2022-02-24 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pan+Pacific+Capital+Limited,OK,PAN PACIFIC CAPITAL LIMITED,,OK,,10998523
Parallex UK Ltd,Small Payment Institution,2018-12-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Parallex+UK+Ltd,OK,PARALLEX UK LTD,,OK,,07525571
Paramjit Singh Sangha,Cancelled - Small PI,2016-03-20 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Paramjit+Singh+Sangha,Not exact match,PARAMJIT SINGH LTD,,OK,,10156051
Parathan Kandiah,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Parathan+Kandiah,Not exact match,SRI PARATHAN LTD,,OK,,11636101
ParityFX Plc,Authorised Payment Institution,2018-04-30 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=ParityFX+Plc,OK,PARITYFX PLC,,OK,,08572919
Parjatan Money Transfer Ltd,Cancelled - Small PI,2012-06-06 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Parjatan+Money+Transfer+Ltd,Not exact match,PARJATAN MONEY TRANSFER LIMITED,,Predicted Nationality,"Predicted nationality: ['swedish', 'dutch', 'else', 'danish', 'french', 'russian'] (ABERGAN LIMITED)",06682821
Park Card Services Ltd,Authorised Electronic Money Institution,2018-04-09 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Park+Card+Services+Ltd,Not exact match,PARK CARD SERVICES LIMITED,,Company Ownership,Company Ownership: Limited By Shares (Governing Law: United Kingdom (England And Wales)),03280082
Parsa Ltd,Small Payment Institution,2018-11-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Parsa+Ltd,Not exact match,PARSA LIMITED,,OK,,06576010
Parsian Limited,Small Payment Institution,2018-03-16 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Parsian+Limited,OK,PARSIAN LIMITED,,OK,,10533311
Parwaz Money Exchange Ltd,Cancelled - Small PI,2012-09-18 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Parwaz+Money+Exchange+Ltd,OK,PARWAZ MONEY EXCHANGE LTD,,OK,,07771000
Pascarn Services Limited,Cancelled - Small PI,2013-12-10 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pascarn+Services+Limited,OK,PASCARN SERVICES LIMITED,,Orange,"Nationality: Estonian (KUROV, Aleksei)",FC025518
Pasifika Transfers Limited,Cancelled - Small PI,2018-11-06 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pasifika+Transfers+Limited,OK,PASIFIKA TRANSFERS LIMITED,,Predicted Nationality,"Predicted nationality: ['russian', 'italian', 'bulgarian'] (Lemeki TUISOVIVI), Predicted nationality: ['russian', 'italian', 'bulgarian'] (Lemeki TUISOVIVI)",09692850
Patient Plan Direct Ltd,Small Payment Institution,2022-04-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Patient+Plan+Direct+Ltd,Not exact match,PATIENT PLAN DIRECT LIMITED,,Company Ownership,"Company Ownership: Limited (Governing Law: English), Company Ownership: Limited (Governing Law: English)",06905458
Pave Fintech Limited,Registered Account Information Service Provider,2019-05-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pave+Fintech+Limited,OK,PAVE FINTECH LIMITED,,OK,,10780281
Pay Perform Limited,Authorised Payment Institution,2020-01-17 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pay+Perform+Limited,OK,PAY PERFORM LIMITED,,Orange,"Nationality: Lithuanian (GRIGAITIS, Paulius), Company Ownership: Company Limited By Shares (Governing Law: Companies Act 2006), Company Ownership: Company Limited By Shares (Governing Law: Companies Act 2006)",10789721
Pay Quik Financial Services LTD,Small Payment Institution,2019-05-15 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pay+Quik+Financial+Services+LTD,OK,PAY QUIK FINANCIAL SERVICES LTD,,OK,,11809790
Pay Set Limited,Authorised Electronic Money Institution,2020-06-30 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pay+Set+Limited,OK,PAY SET LIMITED,,Company Ownership,Company Ownership: Private Limited Company (Governing Law: Companies Act 2006),11529161
Pay Wink Limited,Small Payment Institution,2018-07-06 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pay+Wink+Limited,OK,PAY WINK LIMITED,,Company Ownership,Company Ownership: Company (Governing Law: Companies Act (Zgd-1)),09850042
Pay-Safe Financial Solutions Ltd,Small Payment Institution,2018-11-16 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pay-Safe+Financial+Solutions+Ltd,Not exact match,PAY SAFE FINANCIAL SOLUTIONS LIMITED,,OK,,10177487
Pay2Global Limited,Cancelled - Small PI,2012-02-08 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pay2Global+Limited,Not exact match,TERRA PAYMENT SERVICES (UK) LIMITED,,Company Ownership,"Company Ownership: Private Limited Company (Governing Law: England & Wales), Company Ownership: Private Limited Company (Governing Law: England & Wales), Company Ownership: Private Limited Company (Governing Law: England & Wales)",06648470
Pay360 Limited,Cancelled - Authorised PI,2023-07-04 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pay360+Limited,OK,PAY360 LIMITED,,Company Ownership,"Company Ownership: Private Company Limited By Shares (Governing Law: Companies Act 2006), Company Ownership: Limited By Shares (Governing Law: Companies Act 2006)",03539217
Pay365 Limited,Small Payment Institution,2018-07-06 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Pay365+Limited,OK,PAY365 LIMITED,,OK,,10737836
PayAfrique.com Limited,Small Payment Institution,2018-11-27 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PayAfrique.com+Limited,OK,PAYAFRIQUE.COM LIMITED,,OK,,07762525
PayAlly Limited,Cancelled - Authorised PI,2021-12-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PayAlly+Limited,OK,PAYALLY LIMITED,,Red,"Nationality: Lithuanian (ANDZEJEVSKI, Rafal, Mr.), Nationality: Lithuanian (APOCKINAS, Dmitrijus, Mr.), Nationality: Russian (IVANCHENKO, Maxim, Mr.), Country of Residence: Russia (IVANCHENKO, Maxim, Mr.), Company Ownership: Private Limited Liability Company (Governing Law: Commercial Code Estonia Act 1995), Company Ownership: Private Limited Liability Company (Governing Law: Commercial Code Estonia Act 1995), Nationality: Lithuanian (Mr. Dmitrijus Apockinas)",10600055
PayPal UK Ltd,Authorised Electronic Money Institution,2023-10-31 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PayPal+UK+Ltd,OK,PAYPAL UK LTD,,Company Ownership,Company Ownership: Us Public Incorporated Company (Governing Law: Delaware),14741686
PayPoint Payment Services Ltd,Authorised Payment Institution,2018-03-01 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PayPoint+Payment+Services+Ltd,Not exact match,PAYPOINT PAYMENT SERVICES LIMITED,,Company Ownership,"Company Ownership: Public Limited Company (Governing Law: Companies Act 2006), Company Ownership: Public Limited Company (Governing Law: Companies Act 2006)",08633289
PayPrimo Ltd,Cancelled - Small PI,2013-01-16 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PayPrimo+Ltd,OK,PAYPRIMO LTD,,OK,,06924001
PaySend PLC,Authorised Electronic Money Institution,2018-02-02 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PaySend+PLC,OK,PAYSEND PLC,,Orange,"Company Ownership: LIMITED LIABILITY PARTNERSHIP (Governing Law: UNITED KINGDOM, SCOTLAND), Nationality: Cypriot (HARAKE, Sarmad, Mr.), Company Ownership: Private Limited Company (Governing Law: Companies Act 2006), Nationality: Cypriot (Mr Sarmad Harake)",SC376020
PayStream Accounting Services Limited,Registered Account Information Service Provider,2020-02-12 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PayStream+Accounting+Services+Limited,OK,PAYSTREAM ACCOUNTING SERVICES LIMITED,,Company Ownership,Company Ownership: Limited Company (Governing Law: Companies Act 2006),07598955
PayXpert Ltd,Authorised Payment Institution,2018-05-03 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=PayXpert+Ltd,OK,PAYXPERT LTD,,Company Ownership,Company Ownership: Limited Company (Governing Law: Companies Act 2006),09647756
Paychannel Limited,PSD Revoked PI,2019-01-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Paychannel+Limited,OK,PAYCHANNEL LIMITED,,OK,,10201191
Paydog Ltd,PSD Revoked PI,2024-04-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Paydog+Ltd,OK,PAYDOG LTD,,Company Ownership,Company Ownership: Limited Company (Governing Law: Companies Act 2006),12562039
Payen Limited,Authorised Electronic Money Institution,2018-04-30 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Payen+Limited,OK,PAYEN LIMITED,,Company Ownership,Company Ownership: Private Company Limited By Shares (Governing Law: English Law),07427913
Payescape Limited,Authorised Payment Institution,2019-01-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Payescape+Limited,Not exact match,PAYESCAPE LTD,,OK,,NI625726
Payescape Ltd,Cancelled - Small PI,2019-01-11 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Payescape+Ltd,OK,PAYESCAPE LTD,,OK,,NI625726
Payinc Group Limited,Authorised Payment Institution,2018-05-17 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Payinc+Group+Limited,OK,PAYINC GROUP LIMITED,,OK,,08126178
Payink Ltd,Cancelled - Authorised PI,2021-12-23 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Payink+Ltd,OK,PAYINK LTD,,OK,,12877470
Payler Ltd,Authorised Electronic Money Institution,2021-11-22 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Payler+Ltd,OK,PAYLER LTD,,Orange,"Nationality: Latvian (RJADCIKS, Aleksejs), Nationality: Cypriot (ANDRIANOVA, Liudmila), Nationality: Latvian (Mr Aleksejs Rjadciks), Nationality: Kyrgyz (Mr Konstantin Kopyltsov), Country of Residence: Kyrgyzstan (Mr Konstantin Kopyltsov)",12535817
Payleven Ltd,PSD Revoked PI,2018-07-13 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Payleven+Ltd,OK,PAYLEVEN LTD,,Company Ownership,"Company Ownership: S.A.R.L. (Governing Law: Luxembourg Law), Company Ownership: Limited Liability Company (Governing Law: German Company Law), Company Ownership: Limited Company (Governing Law: Antigua & Barbuda Law), Company Ownership: Trust (Governing Law: Cayman Law)",08016695
Paylink Solutions Limited,Authorised Payment Institution,2018-05-18 00:00:00,https://find-and-update.company-information.service.gov.uk/search?q=Paylink+Solutions+Limited,OK,PAYLINK SOLUTIONS LIMITED,,Company Ownership,Company Ownership: Companies Act (Governing Law: Limited Company),10318423
